;Date	Time 	Flow (CMS)
8/3/2016	2:00	0.931624266
8/3/2016	2:05	0.968436167
8/3/2016	2:10	0.948614375
8/3/2016	2:15	0.931624266
8/3/2016	2:20	0.948614375
8/3/2016	2:25	0.968436167
8/3/2016	2:30	0.931624266
8/3/2016	2:35	0.948614375
8/3/2016	2:40	0.968436167
8/3/2016	2:45	0.968436167
8/3/2016	2:50	0.931624266
8/3/2016	2:55	0.948614375
8/3/2016	3:00	0.948614375
8/3/2016	3:05	0.948614375
8/3/2016	3:10	1.04205997
8/3/2016	3:15	0.968436167
8/3/2016	3:20	0.968436167
8/3/2016	3:25	1.005248069
8/3/2016	3:30	0.968436167
8/3/2016	3:35	0.985426276
8/3/2016	3:40	1.005248069
8/3/2016	3:45	1.101525348
8/3/2016	3:50	1.061881763
8/3/2016	3:55	1.04205997
8/3/2016	4:00	1.04205997
8/3/2016	4:05	1.025069861
8/3/2016	4:10	1.04205997
8/3/2016	4:15	0.968436167
8/3/2016	4:20	0.948614375
8/3/2016	4:25	0.948614375
8/3/2016	4:30	1.005248069
8/3/2016	4:35	0.931624266
8/3/2016	4:40	0.931624266
8/3/2016	4:45	0.968436167
8/3/2016	4:50	0.931624266
8/3/2016	4:55	1.005248069
8/3/2016	5:00	0.968436167
8/3/2016	5:05	0.968436167
8/3/2016	5:10	0.985426276
8/3/2016	5:15	0.985426276
8/3/2016	5:20	0.985426276
8/3/2016	5:25	1.025069861
8/3/2016	5:30	0.968436167
8/3/2016	5:35	0.985426276
8/3/2016	5:40	1.005248069
8/3/2016	5:45	1.005248069
8/3/2016	5:50	1.005248069
8/3/2016	5:55	1.025069861
8/3/2016	6:00	1.061881763
8/3/2016	6:05	1.025069861
8/3/2016	6:10	0.985426276
8/3/2016	6:15	0.985426276
8/3/2016	6:20	0.985426276
8/3/2016	6:25	1.025069861
8/3/2016	6:30	1.025069861
8/3/2016	6:35	1.005248069
8/3/2016	6:40	1.04205997
8/3/2016	6:45	1.005248069
8/3/2016	6:50	1.025069861
8/3/2016	6:55	1.04205997
8/3/2016	7:00	1.005248069
8/3/2016	7:05	0.968436167
8/3/2016	7:10	1.025069861
8/3/2016	7:15	1.005248069
8/3/2016	7:20	0.985426276
8/3/2016	7:25	1.025069861
8/3/2016	7:30	1.025069861
8/3/2016	7:35	1.025069861
8/3/2016	7:40	1.025069861
8/3/2016	7:45	1.005248069
8/3/2016	7:50	0.985426276
8/3/2016	7:55	1.005248069
8/3/2016	8:00	1.061881763
8/3/2016	8:05	1.025069861
8/3/2016	8:10	0.985426276
8/3/2016	8:15	1.04205997
8/3/2016	8:20	1.081703555
8/3/2016	8:25	0.985426276
8/3/2016	8:30	1.04205997
8/3/2016	8:35	1.081703555
8/3/2016	8:40	1.061881763
8/3/2016	8:45	1.005248069
8/3/2016	8:50	0.985426276
8/3/2016	8:55	1.04205997
8/3/2016	9:00	1.005248069
8/3/2016	9:05	0.985426276
8/3/2016	9:10	0.985426276
8/3/2016	9:15	0.985426276
8/3/2016	9:20	0.985426276
8/3/2016	9:25	1.025069861
8/3/2016	9:30	1.04205997
8/3/2016	9:35	1.025069861
8/3/2016	9:40	1.025069861
8/3/2016	9:45	1.04205997
8/3/2016	9:50	1.061881763
8/3/2016	9:55	1.04205997
8/3/2016	10:00	1.04205997
8/3/2016	10:05	1.04205997
8/3/2016	10:10	1.04205997
8/3/2016	10:15	1.025069861
8/3/2016	10:20	1.04205997
8/3/2016	10:25	1.081703555
8/3/2016	10:30	1.04205997
8/3/2016	10:35	1.081703555
8/3/2016	10:40	1.005248069
8/3/2016	10:45	1.04205997
8/3/2016	10:50	1.025069861
8/3/2016	10:55	1.061881763
